gene_name,gene_id,Transcript Flag,num_tss,num_tss_binned
S100A2,ENSG00000196754.13,Protein Coding (contains an ORF),6,6
S100A3,ENSG00000188015.10,GENCODE Basic,2,2
S100A3,ENSG00000188015.10,GENCODE Comprehensive,2,2
S100A3,ENSG00000188015.10,GENCODE Primary,1,1
S100A3,ENSG00000188015.10,Protein Coding (contains an ORF),2,2
S100A4,ENSG00000196154.12,GENCODE Basic,4,4
S100A4,ENSG00000196154.12,GENCODE Comprehensive,5,5
S100A4,ENSG00000196154.12,GENCODE Primary,2,2
S100A4,ENSG00000196154.12,Protein Coding (contains an ORF),4,4
S100A5,ENSG00000196420.8,GENCODE Basic,2,2
S100A5,ENSG00000196420.8,GENCODE Comprehensive,2,2
S100A5,ENSG00000196420.8,GENCODE Primary,2,2
S100A5,ENSG00000196420.8,Protein Coding (contains an ORF),2,2
S100A6,ENSG00000197956.10,GENCODE Basic,3,3
S100A6,ENSG00000197956.10,GENCODE Comprehensive,3,3
S100A6,ENSG00000197956.10,GENCODE Primary,2,2
S100A6,ENSG00000197956.10,Protein Coding (contains an ORF),3,3
S100A7,ENSG00000143556.9,GENCODE Basic,2,2
S100A7,ENSG00000143556.9,GENCODE Comprehensive,2,2
S100A7,ENSG00000143556.9,GENCODE Primary,1,1
S100A7,ENSG00000143556.9,Protein Coding (contains an ORF),2,2
S100A7A,ENSG00000184330.12,GENCODE Basic,3,3
S100A7A,ENSG00000184330.12,GENCODE Comprehensive,3,3
S100A7A,ENSG00000184330.12,GENCODE Primary,1,1
S100A7A,ENSG00000184330.12,Protein Coding (contains an ORF),3,3
S100A8,ENSG00000143546.10,GENCODE Basic,2,2
S100A8,ENSG00000143546.10,GENCODE Comprehensive,3,3
S100A8,ENSG00000143546.10,GENCODE Primary,1,1
S100A8,ENSG00000143546.10,Protein Coding (contains an ORF),2,2
S100A9,ENSG00000163220.11,GENCODE Basic,1,1
S100A9,ENSG00000163220.11,GENCODE Comprehensive,1,1
S100A9,ENSG00000163220.11,GENCODE Primary,1,1
S100A9,ENSG00000163220.11,Protein Coding (contains an ORF),1,1
S100B,ENSG00000160307.10,GENCODE Basic,3,3
S100B,ENSG00000160307.10,GENCODE Comprehensive,3,3
S100B,ENSG00000160307.10,GENCODE Primary,1,1
S100B,ENSG00000160307.10,Protein Coding (contains an ORF),3,3
S100G,ENSG00000169906.5,GENCODE Basic,1,1
S100G,ENSG00000169906.5,GENCODE Comprehensive,1,1
S100G,ENSG00000169906.5,GENCODE Primary,1,1
S100G,ENSG00000169906.5,Protein Coding (contains an ORF),1,1
S100P,ENSG00000163993.7,GENCODE Basic,1,1
S100P,ENSG00000163993.7,GENCODE Comprehensive,1,1
S100P,ENSG00000163993.7,GENCODE Primary,1,1
S100P,ENSG00000163993.7,Protein Coding (contains an ORF),1,1
S100PBP,ENSG00000116497.18,GENCODE Basic,2,2
S100PBP,ENSG00000116497.18,GENCODE Comprehensive,15,>10
S100PBP,ENSG00000116497.18,GENCODE Primary,1,1
S100PBP,ENSG00000116497.18,Protein Coding (contains an ORF),7,7
S100Z,ENSG00000171643.14,GENCODE Basic,3,3
S100Z,ENSG00000171643.14,GENCODE Comprehensive,3,3
S100Z,ENSG00000171643.14,GENCODE Primary,3,3
S100Z,ENSG00000171643.14,Protein Coding (contains an ORF),3,3
S1PR1,ENSG00000170989.10,GENCODE Basic,4,4
S1PR1,ENSG00000170989.10,GENCODE Comprehensive,6,6
S1PR1,ENSG00000170989.10,GENCODE Primary,1,1
S1PR1,ENSG00000170989.10,Protein Coding (contains an ORF),5,5
S1PR2,ENSG00000267534.4,GENCODE Basic,1,1
S1PR2,ENSG00000267534.4,GENCODE Comprehensive,1,1
S1PR2,ENSG00000267534.4,GENCODE Primary,1,1
S1PR2,ENSG00000267534.4,Protein Coding (contains an ORF),1,1
S1PR3,ENSG00000213694.7,GENCODE Basic,2,2
S1PR3,ENSG00000213694.7,GENCODE Comprehensive,5,5
S1PR3,ENSG00000213694.7,GENCODE Primary,2,2
S1PR3,ENSG00000213694.7,Protein Coding (contains an ORF),2,2
S1PR4,ENSG00000125910.6,GENCODE Basic,1,1
S1PR4,ENSG00000125910.6,GENCODE Comprehensive,2,2
S1PR4,ENSG00000125910.6,GENCODE Primary,1,1
S1PR4,ENSG00000125910.6,Protein Coding (contains an ORF),1,1
S1PR5,ENSG00000180739.15,GENCODE Basic,2,2
S1PR5,ENSG00000180739.15,GENCODE Comprehensive,3,3
S1PR5,ENSG00000180739.15,GENCODE Primary,2,2
S1PR5,ENSG00000180739.15,Protein Coding (contains an ORF),3,3
SAA1,ENSG00000173432.13,GENCODE Basic,3,3
SAA1,ENSG00000173432.13,GENCODE Comprehensive,3,3
SAA1,ENSG00000173432.13,GENCODE Primary,2,2
SAA1,ENSG00000173432.13,Protein Coding (contains an ORF),3,3
SAA2,ENSG00000134339.9,GENCODE Basic,5,5
SAA2,ENSG00000134339.9,GENCODE Comprehensive,5,5
SAA2,ENSG00000134339.9,GENCODE Primary,2,2
SAA2,ENSG00000134339.9,Protein Coding (contains an ORF),5,5
SAA2-SAA4,ENSG00000255071.3,GENCODE Basic,1,1
SAA2-SAA4,ENSG00000255071.3,GENCODE Comprehensive,1,1
SAA2-SAA4,ENSG00000255071.3,GENCODE Primary,1,1
SAA2-SAA4,ENSG00000255071.3,Protein Coding (contains an ORF),1,1
SAA4,ENSG00000148965.10,GENCODE Basic,1,1
SAA4,ENSG00000148965.10,GENCODE Comprehensive,1,1
SAA4,ENSG00000148965.10,GENCODE Primary,1,1
SAA4,ENSG00000148965.10,Protein Coding (contains an ORF),1,1
SAAL1,ENSG00000166788.10,GENCODE Basic,2,2
SAAL1,ENSG00000166788.10,GENCODE Comprehensive,13,>10
SAAL1,ENSG00000166788.10,GENCODE Primary,2,2
SAAL1,ENSG00000166788.10,Protein Coding (contains an ORF),6,6
SAC3D1,ENSG00000168061.17,GENCODE Basic,4,4
SAC3D1,ENSG00000168061.17,GENCODE Comprehensive,5,5
SAC3D1,ENSG00000168061.17,GENCODE Primary,3,3
SAC3D1,ENSG00000168061.17,Protein Coding (contains an ORF),4,4
SACM1L,ENSG00000211456.14,GENCODE Basic,8,8
SACM1L,ENSG00000211456.14,GENCODE Comprehensive,31,>10
SACM1L,ENSG00000211456.14,GENCODE Primary,3,3
SACM1L,ENSG00000211456.14,Protein Coding (contains an ORF),8,8
SACS,ENSG00000151835.17,GENCODE Basic,8,8
SACS,ENSG00000151835.17,GENCODE Comprehensive,16,>10
SACS,ENSG00000151835.17,GENCODE Primary,4,4
SACS,ENSG00000151835.17,Protein Coding (contains an ORF),9,9
SAE1,ENSG00000142230.13,GENCODE Basic,4,4
SAE1,ENSG00000142230.13,GENCODE Comprehensive,13,>10
SAE1,ENSG00000142230.13,GENCODE Primary,2,2
SAE1,ENSG00000142230.13,Protein Coding (contains an ORF),9,9
SAFB,ENSG00000160633.13,GENCODE Basic,4,4
SAFB,ENSG00000160633.13,GENCODE Comprehensive,13,>10
SAFB,ENSG00000160633.13,GENCODE Primary,3,3
SAFB,ENSG00000160633.13,Protein Coding (contains an ORF),5,5
SAFB2,ENSG00000130254.13,GENCODE Basic,1,1
SAFB2,ENSG00000130254.13,GENCODE Comprehensive,10,10
SAFB2,ENSG00000130254.13,GENCODE Primary,1,1
SAFB2,ENSG00000130254.13,Protein Coding (contains an ORF),2,2
SAG,ENSG00000130561.17,GENCODE Basic,1,1
SAG,ENSG00000130561.17,GENCODE Comprehensive,14,>10
SAG,ENSG00000130561.17,GENCODE Primary,1,1
SAG,ENSG00000130561.17,Protein Coding (contains an ORF),2,2
SAGE1,ENSG00000181433.12,GENCODE Basic,2,2
SAGE1,ENSG00000181433.12,GENCODE Comprehensive,2,2
SAGE1,ENSG00000181433.12,GENCODE Primary,2,2
SAGE1,ENSG00000181433.12,Protein Coding (contains an ORF),2,2
SALL1,ENSG00000103449.13,GENCODE Basic,5,5
SALL1,ENSG00000103449.13,GENCODE Comprehensive,6,6
SALL1,ENSG00000103449.13,GENCODE Primary,2,2
SALL1,ENSG00000103449.13,Protein Coding (contains an ORF),5,5
SALL2,ENSG00000165821.12,GENCODE Basic,5,5
SALL2,ENSG00000165821.12,GENCODE Comprehensive,7,7
SALL2,ENSG00000165821.12,GENCODE Primary,3,3
SALL2,ENSG00000165821.12,Protein Coding (contains an ORF),7,7
SALL3,ENSG00000256463.10,GENCODE Basic,3,3
SALL3,ENSG00000256463.10,GENCODE Comprehensive,5,5
SALL3,ENSG00000256463.10,GENCODE Primary,3,3
SALL3,ENSG00000256463.10,Protein Coding (contains an ORF),4,4
SALL4,ENSG00000101115.13,GENCODE Basic,3,3
SALL4,ENSG00000101115.13,GENCODE Comprehensive,5,5
SALL4,ENSG00000101115.13,GENCODE Primary,2,2
SALL4,ENSG00000101115.13,Protein Coding (contains an ORF),3,3
SAMD1,ENSG00000141858.12,GENCODE Basic,1,1
SAMD1,ENSG00000141858.12,GENCODE Comprehensive,3,3
SAMD1,ENSG00000141858.12,GENCODE Primary,1,1
SAMD1,ENSG00000141858.12,Protein Coding (contains an ORF),2,2
SAMD10,ENSG00000130590.14,GENCODE Basic,1,1
SAMD10,ENSG00000130590.14,GENCODE Comprehensive,3,3
SAMD10,ENSG00000130590.14,GENCODE Primary,1,1
SAMD10,ENSG00000130590.14,Protein Coding (contains an ORF),1,1
SAMD11,ENSG00000187634.13,GENCODE Basic,2,2
SAMD11,ENSG00000187634.13,GENCODE Comprehensive,10,10
SAMD11,ENSG00000187634.13,GENCODE Primary,2,2
SAMD11,ENSG00000187634.13,Protein Coding (contains an ORF),6,6
SAMD12,ENSG00000177570.15,GENCODE Basic,3,3
SAMD12,ENSG00000177570.15,GENCODE Comprehensive,10,10
SAMD12,ENSG00000177570.15,GENCODE Primary,3,3
SAMD12,ENSG00000177570.15,Protein Coding (contains an ORF),3,3
SAMD13,ENSG00000203943.9,GENCODE Basic,6,6
SAMD13,ENSG00000203943.9,GENCODE Comprehensive,9,9
SAMD13,ENSG00000203943.9,GENCODE Primary,3,3
SAMD13,ENSG00000203943.9,Protein Coding (contains an ORF),7,7
SAMD14,ENSG00000167100.15,GENCODE Basic,2,2
SAMD14,ENSG00000167100.15,GENCODE Comprehensive,10,10
SAMD14,ENSG00000167100.15,GENCODE Primary,1,1
SAMD14,ENSG00000167100.15,Protein Coding (contains an ORF),4,4
SAMD15,ENSG00000100583.5,GENCODE Basic,2,2
SAMD15,ENSG00000100583.5,GENCODE Comprehensive,2,2
SAMD15,ENSG00000100583.5,GENCODE Primary,1,1
SAMD15,ENSG00000100583.5,Protein Coding (contains an ORF),2,2
SAMD3,ENSG00000164483.17,GENCODE Basic,6,6
SAMD3,ENSG00000164483.17,GENCODE Comprehensive,13,>10
SAMD3,ENSG00000164483.17,GENCODE Primary,2,2
SAMD3,ENSG00000164483.17,Protein Coding (contains an ORF),9,9
SAMD4A,ENSG00000020577.14,GENCODE Basic,3,3
SAMD4A,ENSG00000020577.14,GENCODE Comprehensive,13,>10
SAMD4A,ENSG00000020577.14,GENCODE Primary,2,2
SAMD4A,ENSG00000020577.14,Protein Coding (contains an ORF),3,3
SAMD4B,ENSG00000179134.16,GENCODE Basic,4,4
SAMD4B,ENSG00000179134.16,GENCODE Comprehensive,12,>10
SAMD4B,ENSG00000179134.16,GENCODE Primary,3,3
SAMD4B,ENSG00000179134.16,Protein Coding (contains an ORF),7,7
SAMD5,ENSG00000203727.4,GENCODE Basic,1,1
SAMD5,ENSG00000203727.4,GENCODE Comprehensive,2,2
SAMD5,ENSG00000203727.4,GENCODE Primary,1,1
SAMD5,ENSG00000203727.4,Protein Coding (contains an ORF),2,2
SAMD7,ENSG00000187033.9,GENCODE Basic,1,1
SAMD7,ENSG00000187033.9,GENCODE Comprehensive,2,2
SAMD7,ENSG00000187033.9,GENCODE Primary,1,1
SAMD7,ENSG00000187033.9,Protein Coding (contains an ORF),1,1
SAMD8,ENSG00000156671.15,GENCODE Basic,4,4
SAMD8,ENSG00000156671.15,GENCODE Comprehensive,6,6
SAMD8,ENSG00000156671.15,GENCODE Primary,1,1
SAMD8,ENSG00000156671.15,Protein Coding (contains an ORF),5,5
SAMD9,ENSG00000205413.8,GENCODE Basic,2,2
SAMD9,ENSG00000205413.8,GENCODE Comprehensive,3,3
SAMD9,ENSG00000205413.8,GENCODE Primary,2,2
SAMD9,ENSG00000205413.8,Protein Coding (contains an ORF),3,3
SAMD9L,ENSG00000177409.12,GENCODE Basic,4,4
SAMD9L,ENSG00000177409.12,GENCODE Comprehensive,4,4
SAMD9L,ENSG00000177409.12,GENCODE Primary,2,2
SAMD9L,ENSG00000177409.12,Protein Coding (contains an ORF),4,4
SAMHD1,ENSG00000101347.11,GENCODE Basic,4,4
SAMHD1,ENSG00000101347.11,GENCODE Comprehensive,20,>10
SAMHD1,ENSG00000101347.11,GENCODE Primary,2,2
SAMHD1,ENSG00000101347.11,Protein Coding (contains an ORF),6,6
SAMM50,ENSG00000100347.15,GENCODE Basic,1,1
SAMM50,ENSG00000100347.15,GENCODE Comprehensive,5,5
SAMM50,ENSG00000100347.15,GENCODE Primary,1,1
SAMM50,ENSG00000100347.15,Protein Coding (contains an ORF),1,1
SAMSN1,ENSG00000155307.19,GENCODE Basic,5,5
SAMSN1,ENSG00000155307.19,GENCODE Comprehensive,9,9
SAMSN1,ENSG00000155307.19,GENCODE Primary,3,3
SAMSN1,ENSG00000155307.19,Protein Coding (contains an ORF),5,5
SAMTOR,ENSG00000164603.12,GENCODE Basic,1,1
SAMTOR,ENSG00000164603.12,GENCODE Comprehensive,3,3
SAMTOR,ENSG00000164603.12,GENCODE Primary,1,1
SAMTOR,ENSG00000164603.12,Protein Coding (contains an ORF),2,2
SANBR,ENSG00000162929.14,GENCODE Basic,3,3
SANBR,ENSG00000162929.14,GENCODE Comprehensive,8,8
SANBR,ENSG00000162929.14,GENCODE Primary,2,2
SANBR,ENSG00000162929.14,Protein Coding (contains an ORF),3,3
SAP130,ENSG00000136715.19,GENCODE Basic,4,4
SAP130,ENSG00000136715.19,GENCODE Comprehensive,5,5
SAP130,ENSG00000136715.19,GENCODE Primary,4,4
SAP130,ENSG00000136715.19,Protein Coding (contains an ORF),5,5
SAP18,ENSG00000150459.13,GENCODE Basic,3,3
SAP18,ENSG00000150459.13,GENCODE Comprehensive,8,8
SAP18,ENSG00000150459.13,GENCODE Primary,1,1
SAP18,ENSG00000150459.13,Protein Coding (contains an ORF),6,6
SAP25,ENSG00000205307.12,GENCODE Basic,3,3
SAP25,ENSG00000205307.12,GENCODE Comprehensive,4,4
SAP25,ENSG00000205307.12,GENCODE Primary,1,1
SAP25,ENSG00000205307.12,Protein Coding (contains an ORF),3,3
SAP30,ENSG00000164105.4,GENCODE Basic,1,1
SAP30,ENSG00000164105.4,GENCODE Comprehensive,2,2
SAP30,ENSG00000164105.4,GENCODE Primary,1,1
SAP30,ENSG00000164105.4,Protein Coding (contains an ORF),1,1
SAP30BP,ENSG00000161526.15,GENCODE Basic,2,2
SAP30BP,ENSG00000161526.15,GENCODE Comprehensive,21,>10
SAP30BP,ENSG00000161526.15,GENCODE Primary,2,2
SAP30BP,ENSG00000161526.15,Protein Coding (contains an ORF),6,6
SAP30L,ENSG00000164576.12,GENCODE Basic,2,2
SAP30L,ENSG00000164576.12,GENCODE Comprehensive,7,7
SAP30L,ENSG00000164576.12,GENCODE Primary,2,2
SAP30L,ENSG00000164576.12,Protein Coding (contains an ORF),2,2
SAPCD1,ENSG00000228727.10,GENCODE Basic,2,2
SAPCD1,ENSG00000228727.10,GENCODE Comprehensive,3,3
SAPCD1,ENSG00000228727.10,GENCODE Primary,1,1
SAPCD1,ENSG00000228727.10,Protein Coding (contains an ORF),2,2
SAPCD2,ENSG00000186193.9,GENCODE Basic,1,1
SAPCD2,ENSG00000186193.9,GENCODE Comprehensive,1,1
SAPCD2,ENSG00000186193.9,GENCODE Primary,1,1
SAPCD2,ENSG00000186193.9,Protein Coding (contains an ORF),1,1
SAR1A,ENSG00000079332.16,GENCODE Basic,4,4
SAR1A,ENSG00000079332.16,GENCODE Comprehensive,7,7
SAR1A,ENSG00000079332.16,GENCODE Primary,2,2
SAR1A,ENSG00000079332.16,Protein Coding (contains an ORF),6,6
SAR1B,ENSG00000152700.14,GENCODE Basic,5,5
SAR1B,ENSG00000152700.14,GENCODE Comprehensive,11,>10
SAR1B,ENSG00000152700.14,GENCODE Primary,2,2
SAR1B,ENSG00000152700.14,Protein Coding (contains an ORF),8,8
SARAF,ENSG00000133872.14,GENCODE Basic,2,2
SARAF,ENSG00000133872.14,GENCODE Comprehensive,13,>10
SARAF,ENSG00000133872.14,GENCODE Primary,2,2
SARAF,ENSG00000133872.14,Protein Coding (contains an ORF),7,7
SARDH,ENSG00000123453.19,GENCODE Basic,5,5
SARDH,ENSG00000123453.19,GENCODE Comprehensive,7,7
SARDH,ENSG00000123453.19,GENCODE Primary,3,3
SARDH,ENSG00000123453.19,Protein Coding (contains an ORF),6,6
SARM1,ENSG00000004139.14,GENCODE Basic,1,1
SARM1,ENSG00000004139.14,GENCODE Comprehensive,8,8
SARM1,ENSG00000004139.14,GENCODE Primary,1,1
SARM1,ENSG00000004139.14,Protein Coding (contains an ORF),3,3
SARNP,ENSG00000205323.9,GENCODE Basic,2,2
SARNP,ENSG00000205323.9,GENCODE Comprehensive,5,5
SARNP,ENSG00000205323.9,GENCODE Primary,2,2
SARNP,ENSG00000205323.9,Protein Coding (contains an ORF),2,2
SARS1,ENSG00000031698.13,GENCODE Basic,2,2
SARS1,ENSG00000031698.13,GENCODE Comprehensive,6,6
SARS1,ENSG00000031698.13,GENCODE Primary,1,1
SARS1,ENSG00000031698.13,Protein Coding (contains an ORF),2,2
SARS2,ENSG00000104835.15,GENCODE Basic,5,5
SARS2,ENSG00000104835.15,GENCODE Comprehensive,12,>10
SARS2,ENSG00000104835.15,GENCODE Primary,4,4
SARS2,ENSG00000104835.15,Protein Coding (contains an ORF),5,5
SART1,ENSG00000175467.15,GENCODE Basic,1,1
SART1,ENSG00000175467.15,GENCODE Comprehensive,6,6
SART1,ENSG00000175467.15,GENCODE Primary,1,1
SART1,ENSG00000175467.15,Protein Coding (contains an ORF),1,1
SART3,ENSG00000075856.12,GENCODE Basic,3,3
SART3,ENSG00000075856.12,GENCODE Comprehensive,15,>10
SART3,ENSG00000075856.12,GENCODE Primary,3,3
SART3,ENSG00000075856.12,Protein Coding (contains an ORF),6,6
SASH1,ENSG00000111961.19,GENCODE Basic,1,1
SASH1,ENSG00000111961.19,GENCODE Comprehensive,10,10
SASH1,ENSG00000111961.19,GENCODE Primary,1,1
SASH1,ENSG00000111961.19,Protein Coding (contains an ORF),3,3
SASH3,ENSG00000122122.10,GENCODE Basic,1,1
SASH3,ENSG00000122122.10,GENCODE Comprehensive,2,2
SASH3,ENSG00000122122.10,GENCODE Primary,1,1
SASH3,ENSG00000122122.10,Protein Coding (contains an ORF),1,1
SASS6,ENSG00000156876.10,GENCODE Basic,1,1
SASS6,ENSG00000156876.10,GENCODE Comprehensive,2,2
SASS6,ENSG00000156876.10,GENCODE Primary,1,1
SASS6,ENSG00000156876.10,Protein Coding (contains an ORF),1,1
SAT1,ENSG00000130066.17,GENCODE Basic,1,1
SAT1,ENSG00000130066.17,GENCODE Comprehensive,5,5
SAT1,ENSG00000130066.17,GENCODE Primary,1,1
SAT1,ENSG00000130066.17,Protein Coding (contains an ORF),1,1
SAT2,ENSG00000141504.12,GENCODE Basic,2,2
SAT2,ENSG00000141504.12,GENCODE Comprehensive,11,>10
SAT2,ENSG00000141504.12,GENCODE Primary,2,2
SAT2,ENSG00000141504.12,Protein Coding (contains an ORF),2,2
SATB1,ENSG00000182568.18,GENCODE Basic,8,8
SATB1,ENSG00000182568.18,GENCODE Comprehensive,23,>10
SATB1,ENSG00000182568.18,GENCODE Primary,4,4
SATB1,ENSG00000182568.18,Protein Coding (contains an ORF),15,>10
SATB2,ENSG00000119042.18,GENCODE Basic,8,8
SATB2,ENSG00000119042.18,GENCODE Comprehensive,18,>10
SATB2,ENSG00000119042.18,GENCODE Primary,3,3
SATB2,ENSG00000119042.18,Protein Coding (contains an ORF),9,9
SATL1,ENSG00000184788.14,GENCODE Basic,4,4
SATL1,ENSG00000184788.14,GENCODE Comprehensive,5,5
SATL1,ENSG00000184788.14,GENCODE Primary,4,4
SATL1,ENSG00000184788.14,Protein Coding (contains an ORF),4,4
SAV1,ENSG00000151748.15,GENCODE Basic,1,1
SAV1,ENSG00000151748.15,GENCODE Comprehensive,6,6
SAV1,ENSG00000151748.15,GENCODE Primary,1,1
SAV1,ENSG00000151748.15,Protein Coding (contains an ORF),5,5
SAXO1,ENSG00000155875.15,GENCODE Basic,4,4
SAXO1,ENSG00000155875.15,GENCODE Comprehensive,4,4
SAXO1,ENSG00000155875.15,GENCODE Primary,3,3
SAXO1,ENSG00000155875.15,Protein Coding (contains an ORF),4,4
SAXO2,ENSG00000188659.10,GENCODE Basic,5,5
SAXO2,ENSG00000188659.10,GENCODE Comprehensive,8,8
SAXO2,ENSG00000188659.10,GENCODE Primary,2,2
SAXO2,ENSG00000188659.10,Protein Coding (contains an ORF),5,5
SAXO3,ENSG00000268655.3,GENCODE Basic,1,1
SAXO3,ENSG00000268655.3,GENCODE Comprehensive,2,2
SAXO3,ENSG00000268655.3,GENCODE Primary,1,1
SAXO3,ENSG00000268655.3,Protein Coding (contains an ORF),1,1
SAXO4,ENSG00000162148.11,GENCODE Basic,3,3
SAXO4,ENSG00000162148.11,GENCODE Comprehensive,5,5
SAXO4,ENSG00000162148.11,GENCODE Primary,2,2
SAXO4,ENSG00000162148.11,Protein Coding (contains an ORF),5,5
SAXO5,ENSG00000198723.11,GENCODE Basic,1,1
SAXO5,ENSG00000198723.11,GENCODE Comprehensive,7,7
SAXO5,ENSG00000198723.11,GENCODE Primary,1,1
SAXO5,ENSG00000198723.11,Protein Coding (contains an ORF),4,4
SAYSD1,ENSG00000112167.11,GENCODE Basic,1,1
SAYSD1,ENSG00000112167.11,GENCODE Comprehensive,3,3
SAYSD1,ENSG00000112167.11,GENCODE Primary,1,1
SAYSD1,ENSG00000112167.11,Protein Coding (contains an ORF),1,1
SBDS,ENSG00000126524.12,GENCODE Basic,3,3
SBDS,ENSG00000126524.12,GENCODE Comprehensive,8,8
SBDS,ENSG00000126524.12,GENCODE Primary,1,1
SBDS,ENSG00000126524.12,Protein Coding (contains an ORF),3,3
SBF1,ENSG00000100241.22,GENCODE Basic,11,>10
SBF1,ENSG00000100241.22,GENCODE Comprehensive,52,>10
SBF1,ENSG00000100241.22,GENCODE Primary,10,10
SBF1,ENSG00000100241.22,Protein Coding (contains an ORF),18,>10
SBF2,ENSG00000133812.18,GENCODE Basic,10,10
SBF2,ENSG00000133812.18,GENCODE Comprehensive,28,>10
SBF2,ENSG00000133812.18,GENCODE Primary,5,5
SBF2,ENSG00000133812.18,Protein Coding (contains an ORF),12,>10
SBK1,ENSG00000188322.8,GENCODE Basic,2,2
SBK1,ENSG00000188322.8,GENCODE Comprehensive,2,2
SBK1,ENSG00000188322.8,GENCODE Primary,1,1
SBK1,ENSG00000188322.8,Protein Coding (contains an ORF),2,2
SBK2,ENSG00000187550.9,GENCODE Basic,2,2
SBK2,ENSG00000187550.9,GENCODE Comprehensive,2,2
SBK2,ENSG00000187550.9,GENCODE Primary,2,2
SBK2,ENSG00000187550.9,Protein Coding (contains an ORF),2,2
SBK3,ENSG00000231274.5,GENCODE Basic,1,1
SBK3,ENSG00000231274.5,GENCODE Comprehensive,2,2
SBK3,ENSG00000231274.5,GENCODE Primary,1,1
SBK3,ENSG00000231274.5,Protein Coding (contains an ORF),2,2
SBNO1,ENSG00000139697.14,GENCODE Basic,3,3
SBNO1,ENSG00000139697.14,GENCODE Comprehensive,3,3
SBNO1,ENSG00000139697.14,GENCODE Primary,2,2
SBNO1,ENSG00000139697.14,Protein Coding (contains an ORF),3,3
SBNO2,ENSG00000064932.16,GENCODE Basic,3,3
SBNO2,ENSG00000064932.16,GENCODE Comprehensive,9,9
SBNO2,ENSG00000064932.16,GENCODE Primary,3,3
SBNO2,ENSG00000064932.16,Protein Coding (contains an ORF),6,6
SBSN,ENSG00000189001.11,GENCODE Basic,2,2
SBSN,ENSG00000189001.11,GENCODE Comprehensive,3,3
SBSN,ENSG00000189001.11,GENCODE Primary,2,2
SBSN,ENSG00000189001.11,Protein Coding (contains an ORF),3,3
SBSPON,ENSG00000164764.11,GENCODE Basic,1,1
SBSPON,ENSG00000164764.11,GENCODE Comprehensive,2,2
SBSPON,ENSG00000164764.11,GENCODE Primary,1,1
SBSPON,ENSG00000164764.11,Protein Coding (contains an ORF),1,1
SC5D,ENSG00000109929.10,GENCODE Basic,2,2
SC5D,ENSG00000109929.10,GENCODE Comprehensive,6,6
SC5D,ENSG00000109929.10,GENCODE Primary,1,1
SC5D,ENSG00000109929.10,Protein Coding (contains an ORF),2,2
SCAF1,ENSG00000126461.15,GENCODE Basic,1,1
SCAF1,ENSG00000126461.15,GENCODE Comprehensive,4,4
SCAF1,ENSG00000126461.15,GENCODE Primary,1,1
SCAF1,ENSG00000126461.15,Protein Coding (contains an ORF),4,4
SCAF11,ENSG00000139218.18,GENCODE Basic,5,5
SCAF11,ENSG00000139218.18,GENCODE Comprehensive,14,>10
SCAF11,ENSG00000139218.18,GENCODE Primary,2,2
SCAF11,ENSG00000139218.18,Protein Coding (contains an ORF),8,8
SCAF4,ENSG00000156304.15,GENCODE Basic,3,3
SCAF4,ENSG00000156304.15,GENCODE Comprehensive,6,6
SCAF4,ENSG00000156304.15,GENCODE Primary,2,2
SCAF4,ENSG00000156304.15,Protein Coding (contains an ORF),3,3
SCAF8,ENSG00000213079.10,GENCODE Basic,2,2
SCAF8,ENSG00000213079.10,GENCODE Comprehensive,4,4
SCAF8,ENSG00000213079.10,GENCODE Primary,2,2
SCAF8,ENSG00000213079.10,Protein Coding (contains an ORF),2,2
SCAI,ENSG00000173611.18,GENCODE Basic,2,2
SCAI,ENSG00000173611.18,GENCODE Comprehensive,7,7
SCAI,ENSG00000173611.18,GENCODE Primary,1,1
SCAI,ENSG00000173611.18,Protein Coding (contains an ORF),2,2
SCAMP1,ENSG00000085365.18,GENCODE Basic,2,2
SCAMP1,ENSG00000085365.18,GENCODE Comprehensive,6,6
SCAMP1,ENSG00000085365.18,GENCODE Primary,1,1
SCAMP1,ENSG00000085365.18,Protein Coding (contains an ORF),5,5
SCAMP2,ENSG00000140497.16,GENCODE Basic,1,1
SCAMP2,ENSG00000140497.16,GENCODE Comprehensive,11,>10
SCAMP2,ENSG00000140497.16,GENCODE Primary,1,1
SCAMP2,ENSG00000140497.16,Protein Coding (contains an ORF),5,5
SCAMP3,ENSG00000116521.12,GENCODE Basic,6,6
SCAMP3,ENSG00000116521.12,GENCODE Comprehensive,14,>10
SCAMP3,ENSG00000116521.12,GENCODE Primary,6,6
SCAMP3,ENSG00000116521.12,Protein Coding (contains an ORF),6,6
SCAMP4,ENSG00000227500.11,GENCODE Basic,3,3
SCAMP4,ENSG00000227500.11,GENCODE Comprehensive,12,>10
SCAMP4,ENSG00000227500.11,GENCODE Primary,2,2
SCAMP4,ENSG00000227500.11,Protein Coding (contains an ORF),7,7
SCAMP5,ENSG00000198794.12,GENCODE Basic,4,4
SCAMP5,ENSG00000198794.12,GENCODE Comprehensive,15,>10
SCAMP5,ENSG00000198794.12,GENCODE Primary,3,3
SCAMP5,ENSG00000198794.12,Protein Coding (contains an ORF),10,10
SCAND1,ENSG00000171222.11,GENCODE Basic,3,3
SCAND1,ENSG00000171222.11,GENCODE Comprehensive,3,3
SCAND1,ENSG00000171222.11,GENCODE Primary,1,1
